Company Name,Address,Contact Number,Average Ratings,Review
Time Realty,"Rm. 324, Isabel Building,  F. Cayco & Extramadura Sts, City of Manila 1000 Metro Manila ",+63(2)87403105,0,
Tivoli Garden Residences Corporation,"Tivoli Gardens, 69, Coronado Street, Barangay Hulo, Mandaluyong City, Metro Manila ",+63(2)86959778,0,
Tonette Realty & Family  Corporation,"3216, Kalayaan Avenue, Makati City, Metro Manila ",+63(2)88819805,0,
Tonilyn Construction,"Natl Hwy, Ramon 3319 Isabela ",+63(78)8592087,0,
"Top Frontier Investment Holdings, Inc.","5/F Enz0 Bldg. 399 Sen.Gil Puyat Ave. , Brgy Bel-air, Makati City 1200 Metro Manila ",+63(2)86323431,0,
Topaz Realty And Development,"147, M Roxas Street, Baguio City, Benguet ",+63(74)4435959,0,
Toplite Development Corporation,"2622, P. Ocampo Street, Malate, City of Manila, Metro Manila ",+63(2)82525877,0,
Topten Global LK Properties & Consultancy Inc,"906, The Finance Centre BGC Taguig, 26th street corner 9th avenue, Taguig City, Metro Manila ",+63(2)86436228,0,
"Topten Global Lk Properties & Consultancy, Incorporated","Aic Grande Tower Condominium, Garnet Road, Pasig City, Metro Manila ",+63(2)86501140,0,
Torno Realty,"V Tiomico Street, San Fernando City, Pampanga ",+63(45)9612692,0,
Toronto Commercial,"1343 A Mendoza Manila, Brgy 319, City of Manila 1003 Metro Manila ",+63(2)83537377,0,
"Torrington Commercial Sales, Incorporated","655, Florentino Torres Street, Sta Cruz, City of Manila, Metro Manila ",+63(2)87336073,0,
Total Corporate Network,"Suite W-1903 B 19th Floor West Tower, Philippine Stock Exchange Centre,  Exchange Road, Ortigas Center, San Antonio, Pasig City 1605 Metro Manila ",+63(2)86370450,0,
Total Performance Distibution,"North Montilla Boulevard, Butuan City, Agusan Del Norte ",+63(85)8160864,0,
Tpa Industrial,"7496 Bagtikan Street, San Antonio Village, Makati City 1200 Metro Manila ",+63(2)88908052,0,
Transphil Land  Corporation,"P Ocampo Townhomes, 1218, P Ocampo Sr Street, City of Manila, Metro Manila ",+63(2)85231284,0,
"Sm Prime Holdings, Inc","TwoE-Com,  Bayshore Avenue, Mall of Asia Complex, Pasay City, Metro Manila ",+63(2)87794988,0,
Un Tourist Arcade,"450 Un Avenue, City of Manila 1000 Metro Manila ",+63(2)85212736,0,
Union Bank,"UnionBank Plaza, Meralco Avenue corner Onyx and Sapphire Roads, Ortigas Center, Pasig City 1605  Metro Manila ",+63(02)79146787,0,
Universal Tower,"1487 Quezon Universal Tower, Brgy West Triangle, Quezon City 1104 Metro Manila ",+63(2)83739091,0,
"Var Buildings, Incorporated","Rufino Var Building, 6784 Ayala Avenue, Makati City, Metro Manila ",+63(2)88101186,0,
Var Buildings,"Alcazar Building, City of Manila, Metro Manila ",+63(2)87332733,0,
Virginia Steel,"307 P. Tuazon Boulevard, Cubao, Quezon City 1109 Metro Manila ",+63(2)89110267,                            0,
Virtual Campus,"Penthouse 3, One Corporate Center,  Julia Vargas Avenue corner Merlaco Avenue, Ortigas Business District, Pasig City 1605 Metro Manila ",+63(2)79551000,                            0,
Vitug C B Building,"559 Arkansas, City of Manila 1000 Metro Manila ",+63(2)85254173,                            0,
"W Global Realty, Incorporated","W Global Center, 30Th  corner 9Th Avenue, Bonifacio Global City, Taguig City, Metro Manila ",+63(2)88080463,                            0,
"W Group, Inc","26th Floor, W Fifth Avenue Building, 5th Ave cor 32nd Street, 5th Avenue, Bonifacio Global City, Taguig City, Metro Manila ",+63(2)88563838,                            0,
Wellton Corporation,"1787 Taft Ave., Brgy 36, Pasay City 1306  Metro Manila ",+63(2)85252348,                            0,
Weremote,"2nd floor, Building C, Metrowalk Commercial Complex, Meralco Avenue, Barangay Ugong, Pasig City, Philippines 1604, Ugong, Pasig City 1604 Metro Manila ",+63(919)6233674,                            0,
Westgate Tower,"Westgate Tower,  Investment Drive, Madrigal Business Park, Ayala Alabang, Muntinlupa City 1780 Metro Manila ",+63(2)88369167,                            0,
White Marketing & Development Corporation,"Intrepid Plaza Building, Eulogio Rodriguez Jr. Avenue, Quezon City 1100 Metro Manila ",+63(2)87143573,                            1.0,
Wilbros International,"1029 Reina Regente Street, Binondo, City of Manila 1006 Metro Manila ",+63(2)82441255,                            0,
Bonbel Condominium,"1 Navy Base Ext. Road, Baguio City 2600 Benguet ",+63(74)4424902,                            0,
Workplays,"3rd Floor, C&C Building,  Aguirre Avenue, BF Homes, Paranaque City, Metro Manila ",,                            0,
Ymaz Builders,"77, M. H Del Pilar, Malabon City, Metro Manila ",+63(2)9293752,                            0,
Yuchengco Tower,"550 Q Paredes Yuchengco Tower, Brgy 289, City of Manila 1006  Metro Manila ",+63(2)82428888,                            0,
The Company Cebu It Park,"15F, HM Tower, West Geonzon Street, Lahug, Cebu City 6000 Cebu ",+63(995)1040499,                            0,
Zeta Prime Properties Philippines,"203, Joval 1 Building, 52 National Road, Putatan, Muntinlupa City 1772 Metro Manila ",+63(2)88052906,                            0,
Zuellig Building,"Makati Avenue corner Paseo de Roxas, Makati City 1200 Metro Manila ",+63(2)88187020,                            5.0,It's beautiful! Its design allows for a lot of natural light to come in. :D
Zeta Prime Properties Philippines,"203, Joval 1 Building, 52 National Road, Putatan, Muntinlupa City 1772 Metro Manila ",+63(2)88052906,                            0,
Zuellig Building,"Makati Avenue corner Paseo de Roxas, Makati City 1200 Metro Manila ",+63(2)88187020,                            5.0,It's beautiful! Its design allows for a lot of natural light to come in. :D
"Sta Lucia Realty And Development, Incorporated","State Financing Center Building , Ortigas Avenue, Mandaluyong City, Metro Manila ",+63(2)87225811,                            0,
Helen T. Wong,"1101, State Center Building, 333 Juan Luna Street, City of Manila, Metro Manila ",+63(2)72166121,                            0,
"Title Secure, Incorporated","City State Center Building, 709, Shaw Boulevard, Pasig City, Metro Manila ",+63(2)85715473,                            0,
Manila Board of Realtors,"501-Q, State Centre , 333, Juan Luna Street, Binondo, City of Manila 1002 Metro Manila ",+63(2)5616849,                            0,
Quisumbing Torres,"12/F, Net One Center, 26th Street corner 3rd Avenue, Crescent Park West, Bonifacio Global City, Taguig City 1634 Metro Manila ",+63(02)88786900,                            5.0,
Predio Asia,"Valencia Apartment, 3-B, Malanting Street, Caloocan City, Metro Manila ",+63(2)6257985,                            0,
Mlabueva Real Estate Ventures,"New Frontier, Mabolo, Cebu City 6000 Cebu ",+63(032)5132318,                            0,
Propertymart.Ph,"Level 12, Robinsons Summit Center, 6783, Ayala Avenue, Bel-Air, Makati City 1226 Metro Manila ",+63(2)87360356,                            0,
Green Circle Realty Sales,"902-B, West Tower, Philippine Stock Exchange Centre,  Exchange Road, Ortigas Center, Pasig City 1603 Metro Manila ",+63(2)89421184,                            5.0,Reliable Agents and affordable Units!
Gloria Go Pe Apartment Lessor,"1011 Apacible Street, Ermita, City of Manila, Metro Manila ",+63(2)72187771,                            0,
Cherry Mae Cadayona (Independent Real Estate Broker),"Urban Deca Homes Condominium, Tipolo, Mandaue City, Cebu ",+63(32)5181485,                            0,
Sdr Golden Hat,"V2, Emerald Green Building, CV Starr Avenue, Philam, Pamplona 2, Las Pinas City 1740 Metro Manila ",+63(2)83559389,                            5.0,
Jumeirah Realty Corporation,"8/F, MARC 2000 Tower, San Andres Street, Malate, Quezon City, Metro Manila ",+63(917)4088100,                            5.0,
"Gonzalo Gaw Hok, Incorporated","825, Reina Regente Street, Binondo, City of Manila 1000 Metro Manila ",+63(2)82442258,                            0,
Landwealth Real Estate Brokerage,"Saint Francis Condominium Building, Quezon City 1100 Metro Manila ",+63(2)89124879,                            0,
United Realty,"2127, Espana Boulevard, City of Manila, Metro Manila ",+63(2)87411932,                            0,
Eisenberg And Company,"Concorde Condominium, 200 Benavidez Street, Legaspi Village, Makati City 1229 Metro Manila ",+63(2)88920901,                            0,
"Wcy Architects, Design & Development Consultants","Unit 511, West Tower PSEC Building, Exchange Road, Ortigas Center, Pasig City, Metro Manila ",+63(2)86673949,                            5.0,"The staff of G&W ARCHITECTS really nice and very accommodating there service is good, highly recommend it to my friends."
Active Group,"12/F, ACT  Tower, 135 Sen. Gil Puyat Avenue, Salcedo Village, Makati City 1227 Metro Manila ",+63(2)88937024,                            0,
Carino Development And Management,"Unit 1407, 14/F, CDMC Office Paragon Plaza Building,  Reliance Street corner EDSA Avenue, Barangka Ilaya, Mandaluyong City 1550 Metro Manila ",+63(2)87066028,                            0,
Teomora Enterprises,"Room 205, Calvo Building, 266 Escolta Street, City of Manila 1006 Metro Manila ",+63(2)82414762,                            0,
Gedisco Group Of Companies,"4/F, Gedisco Tower, 534 Asuncion Street, Binondo, City of Manila 1010 Metro Manila ",+63(2)82426719,                            0,
Novelty Homes,"6 St. Paul Street, Perpetual Village, Taguig City 1631 Metro Manila ",+63(2)88379733,                            0,
Cpy Real Estate Movers,"16-B J. Romero Street, BF Homes Diliman, Holy Spirit, Quezon City 1128 Metro Manila ",+63(2)89520182,                            0,
Star Mark Customs Broker,"602-A, Tytana Plaza Building,  San Lorenzo Ruiz, Binondo, City of Manila 1006 Metro Manila ",+63(2)82412388,                            0,
Century 21 Of The Philippines ,"6/F, Loyola Plans Building, 849 Arnaiz Avenue, Makati City 1200 Metro Manila ",+63(2)88926081,                            0,
Electro-Systems Industries,"G/F, ENZO Building, 399 Sen. Gil Puyat Avenue, Barangay Bel-Air, Makati City 1209 Metro Manila ",+63(2)88978888,                            0,
Universal Steel,"28, Quirino Highway, Balintawak, Balon Bato, Quezon City 1106  Metro Manila ",+63(02)83632651,                            5.0,Can't ask for better quality deformed bars! Repaired my house's ancient gate in no time!
Jett Water Heater,"Main Branch - CDC/JETT Building, 67 P. Tuazon Boulevard, Cubao, Kaunlaran, Quezon City 1111 Metro Manila ",+63(2)87230032,                            5.0,"Ive been in field sales all through my career and part of my job cycle is to sleep in and out of hotels, inns, pension houses and the like to be able to accomplish my rounds in the different provinces. This will mean that 100% of the time I travel, my sanctuary is where you stay after a hard days lagare of clients. What I look for is where its quiet, homey and most especially if it has a good supply of hot water before I retire at night. Usually, those places I reside have a water heater that looks like it been there for 30 years  and malfunction any moment and most of the time it wont work at all. That is when I crashed in my cousins place in Grand Hamptons The Fort to save up on living expenses in Manila I was able to experience what a real heavy duty water heater is about, similar or even better than the ones used in classy hotels. And best of all there is no surprise cold water that would flow unexpectedly??? I???d get one if I had my own house.Read MoreRead Less"
Carpo Law And Associates,"8-B , Marajo Tower, 312, 26th Street, West Corner 4th Avenue, Bonifacio Global City, Taguig City 1634 Metro Manila ",+63(2)753171,                            0,
Alsons Insurance Brokers,"Main Branch - C.M Recto Avenue, Davao City 8000 Davao Del Sur ",+63(82)2221371,                            0,
Reliable Pest Control Services Philippines,"Suite 406, Integrated Professional Offices Building, 14, Quezon Avenue, Doña Josefa, Quezon City 1113 Metro Manila ",+63(2)75027378,                            4.0,from a not satisfied client
Euro Towers International,"Vivaldi Residences, 628 EDSA corner Aurora Boulevard, Cubao, Quezon City 1109 Metro Manila ",+63(2)83761111,                            0,
Myproperty.Ph,"32/F, BPI-Philam Life Building, 6811 Ayala Avenue, Makati City 1226 Metro Manila ",+63(2)88800650,                            1.0,
Moldex Realty,"2/F, The Grand Towers, 790 Pablo Ocampo Street near corner Taft Avenue, Malate, City of Manila 1004 Metro Manila ",+63(2)77178880,                            0,
Al-Khor Townhomes ,"201 San Luis Street, Onse, San Juan City, Metro Manila ",+63(2)343802,                            0,
Loans And Lending,"151, Quadrillion Mansion,  N. Domingo St cor. M. Paterno St, Pasadena, San Juan City, San Juan City, Metro Manila ",+63(2)85714535,                            0,
Professional Maintenance Group,"2/F , Bayani Road Building, No. 37 Bayani Road, AFPOVAI Western Bicutan, Taguig City, Metro Manila ",+63(2)88563553,                            5.0,
Besuto,"Main Branch - 1st Avenue, Barrio Bagumbayan, Taguig City 1630 Metro Manila ",+63(2)88388817,                            5.0,Prawn Crackers was best eat with hot sauce or vinegar while watching moviessss!
Manulife,"G/F, LKG Tower, 6801 Ayala Avenue, Makati City 1226 Metro Manila ",+63()8847000,                            5.0,"Now is really the time to invest! I availed of Manulife's Freedom Plus program. Next up - dollar investment! Thanks to my agent, Ms. Agnes Muceros! Kudos!"
San Miguel Corporation,"Main Branch - 40, San Miguel Avenue, Mandaluyong City, Metro Manila ",+63(2)86323162,                            4.9,famous for hotdogs and corned beef.
Tarpographics Advertising,"2 A. De Guzman Street, Concepcion Uno, Marikina City 1807 Metro Manila ",+63(2)89410716,                            0,
Topconsult ,"2/F, Golan Plaza Building, 333, Katipunan Avenue, Loyola Heights, Quezon City, Metro Manila ",+63(02)89276528,                            5.0,
Northgate Cyberzone,"FAI Administration Building,  Alabang - Zapote Road, Filinvest Corporate City, Muntinlupa City 1781 Metro Manila ",+63(02)88076729,                            0,
Crl Environmental,"Unit 609, Cityland 10 Tower 1, H.V. Dela Costa Street corner Ayala Avenue, Makati City 1200  Metro Manila ",+63(2)88133726,                            5.0,
Disston Industrial Sales,"705, Real Street, Intramuros, City of Manila 1002  Metro Manila ",+63(2)85273732,                            5.0,"For all your need in Steel Wire Rope, please do visit Disston Industrial Sales. Great service and quality in products.."
JM Construction Supply,"2431, Rizal Avenue, Sta. Cruz, City of Manila 1000  Metro Manila ",+63(2)82525840,                            0,
Fairmount Hills Subdivision,"Rm 307, Maritima Building, 117, Dasmarinas Street, City of Manila 1006  Metro Manila ",+63(2)82416186,                            0,
Dakila Trading,"613, Calderon Street, Mandaluyong City 1550  Metro Manila ",+63(2)8721073,                            4.3,"For those who are looking for a high quality Laboratory Equipment and Supplies, DAKILA TRADING CORPORATION is a must try!"
Herrera Teehankee And Cabrera Law Offices,"5/F, SGV II Building, 6758 Ayala Avenue, Barangay San Lorenzo, Makati City 1226 Metro Manila ",+63(2)88137111,                            0,
Makati Medical Center,"No. 2, Amorsolo Street, Legaspi Village, Makati City 1229  Metro Manila ",+63(02)88888999,                            4.9,very hospitable.
Philippine Alliance Umbrella Company,"Suite 1209 A & B, State Center Building, 333, Juan Luna Street, City of Manila 1006  Metro Manila ",+63(2)82421015,                            5.0,they have good quality of umbrella :)
Shimadzu Philippines,"19th Floor, Marajo Tower, 26th Street corner 4th Avenue, Bonifacio Global City, Taguig City 1643  Metro Manila ",+63(2)79551110,                            5.0,Thier are committed to provide reliable and efficient services!
Al-Pa Marble And Wood Tiles,"068-C Real Street corner Alabang-Zapote Road, Pamplona, Las Pinas City 1742 Metro Manila ",+63(2)72254157,                            5.0,Nice!
Emerald Vinyl,"24, Oliveros Drive, Balintawak, Quezon City 1106  Metro Manila ",+63(2)83616101,                            5.0,"their prices are so reasonable, friendly staff..."
First Philippine Scales,"Main Branch - R Castillo, Davao City, Davao Del Sur ",+63(82)2245633,                            0,
Golden Haven,"2/F, Golden Haven Bldg., C-5 Extension, Pulanglupa Uno, Las Pinas City 1742 Metro Manila ",+63(2)88732922,                            5.0,"Aside from their amazing customer service, the park itself is nice. It's surrounded with greens. Check out their website www.goldenhaven.com.ph"
Holy Trinity Memorial Chapels,"HTMC Building, Dr. A. Santos Avenue, Sucat Road, Paranaque City 1700 Metro Manila ",+63(2)88253083,                            4.0,
Honeycomb Builders,"2/F, Guevent Building, 52 Domingo M. Guevara Street, Mandaluyong City, Metro Manila ",+63(2)85310395,                            5.0,"Yuppies can afford to have a luxury home with best value in an urban living. I startedt to be familiar with their project when my ex-pat friend looking for a relocation,  which she can stay near to her workplace,  When she saw the place, she never think twice. affordable and finally a place where she can say. I'm home. "
Lfc,"2F, SIMKIMBAN BLDG., 9532, Taguig Street, Rizal Village, Brgy. Valenzuela, Makati City 1208 Metro Manila ",+63(2)88969532,                            0,
Philmetal Products,"Philsteel Tower, 140 Amorsolo Street, Legaspi Village, Makati City 1229 Metro Manila ",+63(2)88921279,                            5.0,May I ask for your email add. thank you.
Pioneer Life,"Pioneer House Makati, 108, Paseo De Roxas Street, Legaspi Village, Makati City 1229 Metro Manila ",+63(2)88127777,                            5.0,Got a VUL and Personal Accident Coverages from this company.
Spandex Marketing,"4/F, Mega State Building, 737, G. Araneta Avenue corner Agno Ext., Quezon City 1100 Metro Manila ",+63(2)87425101,                            5.0,"if you have requirements for machineries, equipment, materials  and services of the general manufacturing industries, petroleum and petrochemical industries and power generation, you can count on their products! Give them a call!"
ECMnetworks,"2/F, Topy's Place, 7, Industria Street, Bagumbyaan, Quezon City 1110 Metro Manila ",+63(2)79032004,                            5.0,NEW CONTACT NUMBERS+63 2 79032004
2100 Customs Brokers,"U-Warehouse Building, Paranaque City 1700 Metro Manila ",+63(2)88540404,                            0,
A And W Excavation And Plumbing Services,"279 Real Street, E. Aldana, Las Pinas City 1740 Metro Manila ",+63(2)88266151,                            0,
A. Sevilla Brokerage ,"Mercantile Insurance Building,  General Luna Street, Intramuros, City of Manila 1000 Metro Manila ",+63(2)85270672,                            0,
Abacan Customs Brokerage,"Rm. 522, FEMII  Building,  Aduana Street, Intramuros, City of Manila 1000 Metro Manila ",+63(2)85463386,                            0,
Ac Development,"La Paz Center Building, 211 Herrera corner Salcedo Streets, Legaspi Village , Makati City 1229 Metro Manila ",+63(2)88162630,                            0,
A.C. Doria-Appraisal Company,"Suite 301 - 3/F, Jovan Ofice Condominium Building, 600 Shaw Boulevard Cor. Samat Street, Highway Hills, Mandaluyong City 1550 Metro Manila ",+63(2)85332054,                            0,
Ace-Link International ,"25 Sampaguita Road, R G V Homes, Paranaque City, Metro Manila ",+63(2)88258613,                            0,
Ackerman I And Company,"Makati Stock Exchange Building, Makati City 1200 Metro Manila ",+63(2)88919071,                            0,
Active Realty And Development,"14/F, ACT Tower, 135 Sen. Gil Puyat Avenue, Salcedo Village, Makati City 1227 Metro Manila ",+63(2)88937024,                            0,
Addas Brokerage,"Marvel Building I, City of Manila, Metro Manila ",+63(2)82416470,                            0,
Advance Brokers,"Champ Building, City of Manila, Metro Manila ",+63(2)85274479,                            0,
Advance Customs Brokerage And Integrated Services,"Rm 201, Champ Building,  Port Area, Anda Circle, City of Manila 1000 Metro Manila ",+63(2)85273169,                            0,
Advance Paper,"47 Rodriguez Drive, Jordan Valley Village, Baesa, Caloocan City 1100 Metro Manila ",+63(02)83305555,                            5.0,
Ae And E's Development ,"271 EDSA, Mandaluyong City 1500 Metro Manila ",+63(2)87266493,                            0,
Aerosea Manila Express ,"Ict Building, Pasay City 1300 Metro Manila ",+63(2)88311061,                            0,
Afpmbai General Insurance ,"Col. Boni Serrano Road corner EDSA, Camp Aguinaldo, Quezon City 1100 Metro Manila ",+63(2)89118801,                            0,
Ag Bautista Customs Brokerage ,"Martinez Building, City of Manila, Metro Manila ",+63(2)82413770,                            0,
Cebuana Lhuillier,"Main Branch - P J L Corporate Center, 1782 N. Garcia corner Candelaria Street, Makati City 1200 Metro Manila ",+63(2)77283826,                            5.0,
Agj Securities ,"National Life Insurance Building, Makati City 1200 Metro Manila ",+63(2)88109414,                            0,
Agleham C P Development ,"Pyramid Building, Quezon City 1100 Metro Manila ",+63(2)89297935,                            0,
Agrotex Commodities ,"Citibank Tower, Makati City 1200 Metro Manila ",+63(2)88104664,                            0,
Ailan Realty ,"Catalina Building, Quezon City 1100 Metro Manila ",+63(2)87232234,                            0,
Amwslai,"Lot 68-B Salinas Drive, Lahug, Cebu City, Cebu ",+63(32)2333285,                            0,
Air Sea Land Customs Brokerage,"Producers Bank Building, City of Manila, Metro Manila ",+63(2)82413341,                            0,
Airoland Forwarders,"Suite 412, Noah's Ark Building,  Escolta Street, City of Manila 1000 Metro Manila ",+63(2)82415360,                            0,
Ajax Customs Brokerage Company ,"Teodorica Apartments, City of Manila, Metro Manila ",+63(2)85254615,                            0,
Al Mohr Customs Brokers,"L-6 B-2 F2b, L6b5 F2b Pacific Avenue, Sto. Nino, Paranaque City 1700 Metro Manila ",+63(2)88524417,                            0,
Al-Affi Enterprises,"Rm K, 1200 J. Bocobo Street, Auroral Plaza, Malate, City of Manila 1000 Metro Manila ",+63(2)85221484,                            0,
Alabang Commercial ,"Mse Building, Makati City 1200 Metro Manila ",+63(2)88102031,                            0,
Albert Securities ,"355 Katipunan Road, Quezon City 1100 Metro Manila ",+63(2)89291304,                            0,
Alcar Realty,"Rm 508, Richville Corporate Center, 1314 Commerce Avenue, Alabang, Muntinlupa City 1770 Metro Manila ",+63(2)88092615,                            0,
Alcco Realty ,"A L C C O Building, San Juan City 1500 Metro Manila ",+63(2)87212960,                            0,
Alecto Realty ,"1 Gen Mcarthur Avenue, Quezon City 1100 Metro Manila ",+63(2)79102070,                            0,
Alejandrino Antonio,"State Investment House, City of Manila, Metro Manila ",+63(2)82422987,                            0,
Alfonso E S Customs Brokerage,"16th Street, Port Area, City of Manila 1000 Metro Manila ",+63(2)85273959,                            0,
Alirence Customs Brokerage,"Federation Center Building,  Mulle De Binondo St Cor. Dasmarinas, City of Manila 1000 Metro Manila ",+63(2)82422393,                            0,
Allied Far East Developers ,"Federation Center Building, City of Manila, Metro Manila ",+63(2)82422298,                            0,
Allied Port Services,"Ppa-Pnr Building, City of Manila, Metro Manila ",+63(2)85274413,                            0,
Allied Sealand ,"1176 M. Naval Street, City of Manila 1000 Metro Manila ",+63(2)82829544,                            0,
All Nations Customs Services,"A C S Building, 606 Quirino Avenue, Tambo, Paranaque City 1701 Metro Manila ",+63(2)88319806,                            0,
Alma Brokerage ,"Rm. 307, Dona Anacleta Building,  Gen. Luna Cor. Beaterio Street, Intramuros, City of Manila 1000 Metro Manila ",+63(2)85272087,                            0,
Alpha Carpet Mills,"B2 L15 Real Street, Dona Eusebia Industrial Estate, Las Pinas City, Metro Manila ",+63(2)88285158,                            0,
Alpha International,"Diamond Motor Building, San Juan City 1500 Metro Manila ",+63(2)87249527,                            0,
Alpha Securities,"Philippine Stock Exchange, Makati City 1200 Metro Manila ",+63(2)88919275,                            0,
Alpha Securities ,"Pacific Star Building, Makati City 1200 Metro Manila ",+63(2)88928561,                            0,
Alphadent ,"801, State Center Building, 33 J. Luna Street, Binondo, City of Manila 1006 Metro Manila ",+63(2)82420811,                            0,
Alsons Development And Investment ,"Alsons Building, 2286 Don Chino Roces Avenue, Makati City 1200 Metro Manila ",+63(2)88175506,                            0,
Alta Brokerage ,"Mary Bachrach Building, City of Manila, Metro Manila ",+63(2)85274744,                            0,
Altair Customs Brokerage ,"Poblete Building, 3323 Matanza Corner Dayap, Makati City 1200 Metro Manila ",+63(2)88318234,                            0,
Amalgamated Development,"Multinational Bancorp Center, Makati City 1200 Metro Manila ",+63(2)88452064,                            0,
Amancio Brokerage,"610 Pepin, City of Manila 1000 Metro Manila ",+63(2)87162497,                            0,
Amargams Realty And Development,"428 Calbayog corner Kanlaon Streets, Mandaluyong City 1500 Metro Manila ",+63(2)85332443,                            0,
Amon Hilarion,"456 Real Zapote, Las Pinas City 1700 Metro Manila ",+63(2)88050014,                            0,
Amon Securities ,"Pacific Star Building, Makati City 1200 Metro Manila ",+63(2)88115644,                            0,
Ancheta Rl Customs Brokerage,"Blk 18 Lot 4, Las Pinas City 1700 Metro Manila ",+63(2)88012480,                            0,
Andal R.P. Realty,"Cattleya Condominium,  Salcedo Street, Makati City 1200 Metro Manila ",+63(2)88180871,                            0,
Angeles Electric Company ,"State Financing Center Building,  Ortigas Avenue, Mandaluyong City 1550 Metro Manila ",+63(2)87210414,                            0,
Angelina T Lampa Customs Brokerage,"Eba Building, City of Manila, Metro Manila ",+63(2)82430722,                            0,
Angping And Associates Securities,"Cacho-Gonzales Building, Makati City 1200 Metro Manila ",+63(2)88178874,                            0,
Ansaldo Godinez & Company,"340, E. T. Yuchengco Street, Binondo, City of Manila 1000  Metro Manila ",+63(2)82425127,                            0,
Anscor Hagedorn Securities ,"City of Manila, Metro Manila ",+63(2)88172713,                            0,
"Sta Lucia Realty And Development, Incorporated","State Financing Center Building , Ortigas Avenue, Mandaluyong City, Metro Manila ",+63(2)87225811,                            0,
Helen T. Wong,"1101, State Center Building, 333 Juan Luna Street, City of Manila, Metro Manila ",+63(2)72166121,                            0,
"Title Secure, Incorporated","City State Center Building, 709, Shaw Boulevard, Pasig City, Metro Manila ",+63(2)85715473,                            0,
Manila Board of Realtors,"501-Q, State Centre , 333, Juan Luna Street, Binondo, City of Manila 1002 Metro Manila ",+63(2)5616849,                            0,
Quisumbing Torres,"12/F, Net One Center, 26th Street corner 3rd Avenue, Crescent Park West, Bonifacio Global City, Taguig City 1634 Metro Manila ",+63(02)88786900,                            5.0,
Predio Asia,"Valencia Apartment, 3-B, Malanting Street, Caloocan City, Metro Manila ",+63(2)6257985,                            0,
Mlabueva Real Estate Ventures,"New Frontier, Mabolo, Cebu City 6000 Cebu ",+63(032)5132318,                            0,
Propertymart.Ph,"Level 12, Robinsons Summit Center, 6783, Ayala Avenue, Bel-Air, Makati City 1226 Metro Manila ",+63(2)87360356,                            0,
Green Circle Realty Sales,"902-B, West Tower, Philippine Stock Exchange Centre,  Exchange Road, Ortigas Center, Pasig City 1603 Metro Manila ",+63(2)89421184,                            5.0,Reliable Agents and affordable Units!
Gloria Go Pe Apartment Lessor,"1011 Apacible Street, Ermita, City of Manila, Metro Manila ",+63(2)72187771,                            0,
Cherry Mae Cadayona (Independent Real Estate Broker),"Urban Deca Homes Condominium, Tipolo, Mandaue City, Cebu ",+63(32)5181485,                            0,
Sdr Golden Hat,"V2, Emerald Green Building, CV Starr Avenue, Philam, Pamplona 2, Las Pinas City 1740 Metro Manila ",+63(2)83559389,                            5.0,
Jumeirah Realty Corporation,"8/F, MARC 2000 Tower, San Andres Street, Malate, Quezon City, Metro Manila ",+63(917)4088100,                            5.0,
"Gonzalo Gaw Hok, Incorporated","825, Reina Regente Street, Binondo, City of Manila 1000 Metro Manila ",+63(2)82442258,                            0,
Landwealth Real Estate Brokerage,"Saint Francis Condominium Building, Quezon City 1100 Metro Manila ",+63(2)89124879,                            0,
